medal,name,nationality,location,year,gender,prueba,mark,mark_x,mark_xx,mark_unidades
G,Renaud LAVILLENIE,FRA,London,2012,M,Pole Vault,5.97,00:00:05.97,5.97,segundos
S,Bjorn OTTO,GER,London,2012,M,Pole Vault,5.91,00:00:05.91,5.91,segundos
B,Raphael HOLZDEPPE,GER,London,2012,M,Pole Vault,5.91,00:00:05.91,5.91,segundos
G,Timothy MACK,USA,Athens,2004,M,Pole Vault,5.95,00:00:05.95,5.95,segundos
S,Toby STEVENSON,USA,Athens,2004,M,Pole Vault,5.9,5.9,,segundos
B,Giuseppe GIBILISCO,ITA,Athens,2004,M,Pole Vault,5.85,00:00:05.85,5.85,segundos
G,Jean GALFIONE,FRA,Atlanta,1996,M,Pole Vault,5.92,00:00:05.92,5.92,segundos
S,Igor TRANDENKOV,RUS,Atlanta,1996,M,Pole Vault,5.92,00:00:05.92,5.92,segundos
B,Andrei TIVONTCHIK,GER,Atlanta,1996,M,Pole Vault,5.92,00:00:05.92,5.92,segundos
G,Wladyslaw KOZAKIEWICZ,POL,Moscow,1980,M,Pole Vault,5.78,00:00:05.78,5.78,segundos
S,Tadeusz SLUSARSKI,POL,Moscow,1980,M,Pole Vault,5.65,00:00:05.65,5.65,segundos
S,Konstantin VOLKOV,URS,Moscow,1980,M,Pole Vault,5.65,00:00:05.65,5.65,segundos
G,Fred HANSEN,USA,Tokyo,1964,M,Pole Vault,5.1,5.1,,segundos
S,Wolfgang REINHARDT,EUA,Tokyo,1964,M,Pole Vault,5.05,00:00:05.05,5.05,segundos
B,Klaus LEHNERTZ,EUA,Tokyo,1964,M,Pole Vault,5,5,,segundos
G,William Waring MILLER,USA,Los Angeles,1932,M,Pole Vault,4.315,04.315,,segundos
S,Shuhei NISHIDA,JPN,Los Angeles,1932,M,Pole Vault,4.3,4.3,,segundos
B,George JEFFERSON,USA,Los Angeles,1932,M,Pole Vault,4.2,4.2,,segundos
G,Lee BARNES,USA,Paris,1924,M,Pole Vault,3.95,00:00:03.95,3.95,segundos
S,Glenn GRAHAM,USA,Paris,1924,M,Pole Vault,3.95,00:00:03.95,3.95,segundos
B,James BROOKER,USA,Paris,1924,M,Pole Vault,3.9,3.9,,segundos
G,Harry Stoddard BABCOCK,USA,Stockholm,1912,M,Pole Vault,3.95,00:00:03.95,3.95,segundos
S,Frank NELSON,USA,Stockholm,1912,M,Pole Vault,3.85,00:00:03.85,3.85,segundos
S,Marc WRIGHT,USA,Stockholm,1912,M,Pole Vault,3.85,00:00:03.85,3.85,segundos
B,William HAPPENNY,CAN,Stockholm,1912,M,Pole Vault,3.8,3.8,,segundos
B,Bertil UGGLA,SWE,Stockholm,1912,M,Pole Vault,3.8,3.8,,segundos
B,Frank MURPHY,USA,Stockholm,1912,M,Pole Vault,3.8,3.8,,segundos
G,Charles DVORAK,USA,St Louis,1904,M,Pole Vault,3.5,3.5,,segundos
S,Leroy SAMSE,USA,St Louis,1904,M,Pole Vault,3.43,00:00:03.43,3.43,segundos
B,Louis WILKINS,USA,St Louis,1904,M,Pole Vault,3.43,00:00:03.43,3.43,segundos
G,William Welles HOYT,USA,Athens,1896,M,Pole Vault,3.3,3.3,,segundos
S,Albert TYLER,USA,Athens,1896,M,Pole Vault,3.2,3.2,,segundos
B,Evangelos DAMASKOS,GRE,Athens,1896,M,Pole Vault,2.6,2.6,,segundos
B,Ioannis THEODOROPOULOS,GRE,Athens,1896,M,Pole Vault,2.6,2.6,,segundos
G,Ryan CROUSER,USA,Rio,2016,M,Shot Put,22.52,00:00:22.52,22.52,segundos
S,Joe KOVACS,USA,Rio,2016,M,Shot Put,21.78,00:00:21.78,21.78,segundos
B,Tomas WALSH,NZL,Rio,2016,M,Shot Put,21.36,00:00:21.36,21.36,segundos
G,Tomasz MAJEWSKI,POL,Beijing,2008,M,Shot Put,21.51,00:00:21.51,21.51,segundos
S,Christian CANTWELL,USA,Beijing,2008,M,Shot Put,21.09,00:00:21.09,21.09,segundos
B,Dylan ARMSTRONG,CAN,Beijing,2008,M,Shot Put,21.04,00:00:21.04,21.04,segundos
G,Arsi HARJU,FIN,Sydney,2000,M,Shot Put,21.29,00:00:21.29,21.29,segundos
S,Adam NELSON,USA,Sydney,2000,M,Shot Put,21.21,00:00:21.21,21.21,segundos
B,John GODINA,USA,Sydney,2000,M,Shot Put,21.2,00:00:21.20,21.2,segundos
G,Mike STULCE,USA,Barcelona,1992,M,Shot Put,21.7,00:00:21.70,21.7,segundos
S,Jim DOEHRING,USA,Barcelona,1992,M,Shot Put,20.96,00:00:20.96,20.96,segundos
B,Vyacheslav LYKHO,EUN,Barcelona,1992,M,Shot Put,20.94,00:00:20.94,20.94,segundos
G,Alessandro ANDREI,ITA,Los Angeles,1984,M,Shot Put,21.26,00:00:21.26,21.26,segundos
S,Michael D'Andrea CARTER,USA,Los Angeles,1984,M,Shot Put,21.09,00:00:21.09,21.09,segundos
B,Dave LAUT,USA,Los Angeles,1984,M,Shot Put,20.97,00:00:20.97,20.97,segundos
G,William NIEDER,USA,Rome,1960,M,Shot Put,19.68,00:00:19.68,19.68,segundos
S,Parry O'BRIEN,USA,Rome,1960,M,Shot Put,19.11,00:00:19.11,19.11,segundos
B,Dallas LONG,USA,Rome,1960,M,Shot Put,19.01,00:00:19.01,19.01,segundos
G,Parry O'BRIEN,USA,Helsinki,1952,M,Shot Put,17.41,00:00:17.41,17.41,segundos
S,Darrow Clarence HOOPER,USA,Helsinki,1952,M,Shot Put,17.39,00:00:17.39,17.39,segundos
B,James FUCHS,USA,Helsinki,1952,M,Shot Put,17.06,00:00:17.06,17.06,segundos
G,Hans WOELLKE,GER,Berlin,1936,M,Shot Put,16.2,00:00:16.20,16.2,segundos
S,Sulo BÃRLUND,FIN,Berlin,1936,M,Shot Put,16.12,00:00:16.12,16.12,segundos
B,Gerhard STÃCK,GER,Berlin,1936,M,Shot Put,15.66,00:00:15.66,15.66,segundos
G,Ralph ROSE,USA,London,1908,M,Shot Put,14.21,00:00:14.21,14.21,segundos
S,Denis HORGAN,GBR,London,1908,M,Shot Put,13.62,00:00:13.62,13.62,segundos
B,John GARRELLS,USA,London,1908,M,Shot Put,13.18,00:00:13.18,13.18,segundos
G,Richard SHELDON,USA,Paris,1900,M,Shot Put,14.1,00:00:14.10,14.1,segundos
S,Josiah MCCRACKEN,USA,Paris,1900,M,Shot Put,12.85,00:00:12.85,12.85,segundos
B,Robert GARRETT,USA,Paris,1900,M,Shot Put,12.35,00:00:12.35,12.35,segundos
G,Tomasz MAJEWSKI,POL,London,2012,M,Shot Put,21.89,00:00:21.89,21.89,segundos
S,David STORL,GER,London,2012,M,Shot Put,21.86,00:00:21.86,21.86,segundos
B,Reese HOFFA,USA,London,2012,M,Shot Put,21.23,00:00:21.23,21.23,segundos
G,Adam NELSON,USA,Athens,2004,M,Shot Put,21.16,00:00:21.16,21.16,segundos
S,Joachim Broechner OLSEN,DEN,Athens,2004,M,Shot Put,21.07,00:00:21.07,21.07,segundos
B,Manuel MARTINEZ,ESP,Athens,2004,M,Shot Put,20.84,00:00:20.84,20.84,segundos
G,Randy BARNES,USA,Atlanta,1996,M,Shot Put,21.62,00:00:21.62,21.62,segundos
S,John GODINA,USA,Atlanta,1996,M,Shot Put,20.79,00:00:20.79,20.79,segundos
B,Oleksandr BAGACH,UKR,Atlanta,1996,M,Shot Put,20.75,00:00:20.75,20.75,segundos
G,Vladimir KISELEV,URS,Moscow,1980,M,Shot Put,21.35,00:00:21.35,21.35,segundos
S,Aleksandr BARYSHNIKOV,URS,Moscow,1980,M,Shot Put,21.08,00:00:21.08,21.08,segundos
B,Udo BEYER,GDR,Moscow,1980,M,Shot Put,21.06,00:00:21.06,21.06,segundos
G,Dallas LONG,USA,Tokyo,1964,M,Shot Put,20.33,00:00:20.33,20.33,segundos
S,Randy MATSON,USA,Tokyo,1964,M,Shot Put,20.2,00:00:20.20,20.2,segundos
B,Vilmos VARJU,HUN,Tokyo,1964,M,Shot Put,19.39,00:00:19.39,19.39,segundos
G,Leo SEXTON,USA,Los Angeles,1932,M,Shot Put,16,00:00:16.00,16,segundos
S,Harlow ROTHERT,USA,Los Angeles,1932,M,Shot Put,15.67,00:00:15.67,15.67,segundos
B,Franti?ek DOUDA,TCH,Los Angeles,1932,M,Shot Put,15.61,00:00:15.61,15.61,segundos
G,Bud HOUSER,USA,Paris,1924,M,Shot Put,14.995,14.995,,segundos
S,Glenn HARTRANFT,USA,Paris,1924,M,Shot Put,14.895,14.895,,segundos
B,Ralph HILLS,USA,Paris,1924,M,Shot Put,14.64,00:00:14.64,14.64,segundos
G,Patrick MCDONALD,USA,Stockholm,1912,M,Shot Put,15.34,00:00:15.34,15.34,segundos
S,Ralph ROSE,USA,Stockholm,1912,M,Shot Put,15.25,00:00:15.25,15.25,segundos
B,Lawrence WHITNEY,USA,Stockholm,1912,M,Shot Put,13.93,00:00:13.93,13.93,segundos
G,Ralph ROSE,USA,St Louis,1904,M,Shot Put,14.81,00:00:14.81,14.81,segundos
S,Wesley COE,USA,St Louis,1904,M,Shot Put,14.4,00:00:14.40,14.4,segundos
B,Lawrence E. Joseph FEUERBACH,USA,St Louis,1904,M,Shot Put,13.37,00:00:13.37,13.37,segundos
G,Robert GARRETT,USA,Athens,1896,M,Shot Put,11.22,00:00:11.22,11.22,segundos
S,Miltiadis GOUSKOS,GRE,Athens,1896,M,Shot Put,11.2,00:00:11.20,11.2,segundos
B,Georgios PAPASIDERIS,GRE,Athens,1896,M,Shot Put,10.36,00:00:10.36,10.36,segundos
G,Christian TAYLOR,USA,Rio,2016,M,Triple Jump,17.86,00:00:17.86,17.86,segundos
S,Will CLAYE,USA,Rio,2016,M,Triple Jump,17.76,00:00:17.76,17.76,segundos
B,Bin DONG,CHN,Rio,2016,M,Triple Jump,17.58,00:00:17.58,17.58,segundos
G,Nelson EVORA,POR,Beijing,2008,M,Triple Jump,17.67,00:00:17.67,17.67,segundos
S,Phillips IDOWU,GBR,Beijing,2008,M,Triple Jump,17.62,00:00:17.62,17.62,segundos
B,Leevan SANDS,BAH,Beijing,2008,M,Triple Jump,17.59,00:00:17.59,17.59,segundos
G,Jonathan EDWARDS,GBR,Sydney,2000,M,Triple Jump,17.71,00:00:17.71,17.71,segundos
S,Yoel GARCÃA,CUB,Sydney,2000,M,Triple Jump,17.47,00:00:17.47,17.47,segundos
B,Denis KAPUSTIN,RUS,Sydney,2000,M,Triple Jump,17.46,00:00:17.46,17.46,segundos
G,Mike CONLEY,USA,Barcelona,1992,M,Triple Jump,18.17,00:00:18.17,18.17,segundos
S,Charles SIMPKINS,USA,Barcelona,1992,M,Triple Jump,17.6,00:00:17.60,17.6,segundos
B,Frank RUTHERFORD,BAH,Barcelona,1992,M,Triple Jump,17.36,00:00:17.36,17.36,segundos
G,Jozef SCHMIDT,POL,Rome,1960,M,Triple Jump,16.81,00:00:16.81,16.81,segundos
S,Vladimir GORYAYEV,URS,Rome,1960,M,Triple Jump,16.63,00:00:16.63,16.63,segundos
B,Vitold KREYER,URS,Rome,1960,M,Triple Jump,16.43,00:00:16.43,16.43,segundos
G,Adhemar DA SILVA,BRA,Helsinki,1952,M,Triple Jump,16.22,00:00:16.22,16.22,segundos
S,Leonid SHCHERBAKOV,URS,Helsinki,1952,M,Triple Jump,15.98,00:00:15.98,15.98,segundos
B,Arnoldo DEVONISH,VEN,Helsinki,1952,M,Triple Jump,15.52,00:00:15.52,15.52,segundos
G,Tim AHEARNE,GBR,London,1908,M,Triple Jump,14.92,00:00:14.92,14.92,segundos
S,Garfield MACDONALD,CAN,London,1908,M,Triple Jump,14.76,00:00:14.76,14.76,segundos
B,Edvard LARSEN,NOR,London,1908,M,Triple Jump,14.39,00:00:14.39,14.39,segundos
G,Meyer PRINSTEIN,USA,Paris,1900,M,Triple Jump,14.47,00:00:14.47,14.47,segundos
S,James CONNOLLY,USA,Paris,1900,M,Triple Jump,13.97,00:00:13.97,13.97,segundos
B,Lewis SHELDON,USA,Paris,1900,M,Triple Jump,13.64,00:00:13.64,13.64,segundos
G,Christian TAYLOR,USA,London,2012,M,Triple Jump,17.81,00:00:17.81,17.81,segundos
S,Will CLAYE,USA,London,2012,M,Triple Jump,17.62,00:00:17.62,17.62,segundos
B,Fabrizio DONATO,ITA,London,2012,M,Triple Jump,17.48,00:00:17.48,17.48,segundos
G,Christian OLSSON,SWE,Athens,2004,M,Triple Jump,17.79,00:00:17.79,17.79,segundos
S,Marian OPREA,ROU,Athens,2004,M,Triple Jump,17.55,00:00:17.55,17.55,segundos
B,Daniil Sergeyevich BURKENYA,RUS,Athens,2004,M,Triple Jump,17.48,00:00:17.48,17.48,segundos
G,Kenny HARRISON,USA,Atlanta,1996,M,Triple Jump,18.09,00:00:18.09,18.09,segundos
S,Jonathan EDWARDS,GBR,Atlanta,1996,M,Triple Jump,17.88,00:00:17.88,17.88,segundos
B,Yoelvis QUESADA,CUB,Atlanta,1996,M,Triple Jump,17.44,00:00:17.44,17.44,segundos
G,Jaak UUDMÃE,URS,Moscow,1980,M,Triple Jump,17.35,00:00:17.35,17.35,segundos
S,Viktor SANEYEV,URS,Moscow,1980,M,Triple Jump,17.24,00:00:17.24,17.24,segundos
B,JoÃ£o Carlos DE OLIVEIRA,BRA,Moscow,1980,M,Triple Jump,17.22,00:00:17.22,17.22,segundos
G,Jozef SCHMIDT,POL,Tokyo,1964,M,Triple Jump,16.85,00:00:16.85,16.85,segundos
S,Oleg Georgiyevich FEDOSEYEV,URS,Tokyo,1964,M,Triple Jump,16.58,00:00:16.58,16.58,segundos
B,Viktor KRAVCHENKO,URS,Tokyo,1964,M,Triple Jump,16.57,00:00:16.57,16.57,segundos
G,Chuhei NAMBU,JPN,Los Angeles,1932,M,Triple Jump,15.72,00:00:15.72,15.72,segundos
S,Eric SVENSSON,SWE,Los Angeles,1932,M,Triple Jump,15.32,00:00:15.32,15.32,segundos
B,Kenkichi OSHIMA,JPN,Los Angeles,1932,M,Triple Jump,15.12,00:00:15.12,15.12,segundos
G,Nick WINTER,AUS,Paris,1924,M,Triple Jump,15.525,15.525,,segundos
S,Luis BRUNETTO,ARG,Paris,1924,M,Triple Jump,15.425,15.425,,segundos
B,Ville TUULOS,FIN,Paris,1924,M,Triple Jump,15.37,00:00:15.37,15.37,segundos
G,Gustav LINDBLOM,SWE,Stockholm,1912,M,Triple Jump,14.76,00:00:14.76,14.76,segundos
S,Georg ABERG,SWE,Stockholm,1912,M,Triple Jump,14.51,00:00:14.51,14.51,segundos
B,Erik ALMLÃF,SWE,Stockholm,1912,M,Triple Jump,14.17,00:00:14.17,14.17,segundos
G,Meyer PRINSTEIN,USA,St Louis,1904,M,Triple Jump,14.35,00:00:14.35,14.35,segundos
S,Fred ENGELHARDT,USA,St Louis,1904,M,Triple Jump,13.9,00:00:13.90,13.9,segundos
B,Robert STANGLAND,USA,St Louis,1904,M,Triple Jump,13.36,00:00:13.36,13.36,segundos
G,James CONNOLLY,USA,Athens,1896,M,Triple Jump,13.71,00:00:13.71,13.71,segundos
S,Alexandre TUFFERI,FRA,Athens,1896,M,Triple Jump,12.7,00:00:12.70,12.7,segundos
B,Ioannis PERSAKIS,GRE,Athens,1896,M,Triple Jump,12.52,00:00:12.52,12.52,segundos
G,Almaz AYANA,ETH,Rio,2016,W,10000M,29:17.45,00:29:17.45,1757.45,segundos
S,Vivian Jepkemoi CHERUIYOT,KEN,Rio,2016,W,10000M,29:32.53,00:29:32.53,1772.53,segundos
B,Tirunesh DIBABA,ETH,Rio,2016,W,10000M,29:42.56,00:29:42.56,1782.56,segundos
G,Tirunesh DIBABA,ETH,Beijing,2008,W,10000M,29:54.66,00:29:54.66,1794.66,segundos
S,Elvan ABEYLEGESSE,TUR,Beijing,2008,W,10000M,29:56.34,00:29:56.34,1796.34,segundos
B,Shalane FLANAGAN,USA,Beijing,2008,W,10000M,30:22.22,00:30:22.22,1822.22,segundos
G,Derartu TULU,ETH,Sydney,2000,W,10000M,30:17.49,00:30:17.49,1817.49,segundos
S,Gete WAMI,ETH,Sydney,2000,W,10000M,30:22.48,00:30:22.48,1822.48,segundos
B,Fernanda RIBEIRO,POR,Sydney,2000,W,10000M,30:22.88,00:30:22.88,1822.88,segundos
G,Derartu TULU,ETH,Barcelona,1992,W,10000M,31:06.02,00:31:06.02,1866.02,segundos
S,Elana MEYER,RSA,Barcelona,1992,W,10000M,31:11.75,00:31:11.75,1871.75,segundos
B,Lynn JENNINGS,USA,Barcelona,1992,W,10000M,31:19.89,00:31:19.89,1879.89,segundos
G,Tirunesh DIBABA,ETH,London,2012,W,10000M,30:20.75,00:30:20.75,1820.75,segundos
S,Sally Jepkosgei KIPYEGO,KEN,London,2012,W,10000M,30:26.37,00:30:26.37,1826.37,segundos
B,Vivian Jepkemoi CHERUIYOT,KEN,London,2012,W,10000M,30:30.44,00:30:30.44,1830.44,segundos
G,Huina XING,CHN,Athens,2004,W,10000M,30:24.36,00:30:24.36,1824.36,segundos
S,Ejegayehu DIBABA,ETH,Athens,2004,W,10000M,30:24.98,00:30:24.98,1824.98,segundos
B,Derartu TULU,ETH,Athens,2004,W,10000M,30:26.42,00:30:26.42,1826.42,segundos
G,Fernanda RIBEIRO,POR,Atlanta,1996,W,10000M,31:01.63,00:31:01.63,1861.63,segundos
S,Junxia WANG,CHN,Atlanta,1996,W,10000M,31:02.58,00:31:02.58,1862.58,segundos
B,Gete WAMI,ETH,Atlanta,1996,W,10000M,31:06.65,00:31:06.65,1866.65,segundos
G,Brianna ROLLINS,USA,Rio,2016,W,100M Hurdles,12.48,00:00:12.48,12.48,segundos
S,Nia ALI,USA,Rio,2016,W,100M Hurdles,12.59,00:00:12.59,12.59,segundos
B,Kristi CASTLIN,USA,Rio,2016,W,100M Hurdles,12.61,00:00:12.61,12.61,segundos
G,Dawn HARPER,USA,Beijing,2008,W,100M Hurdles,"12.54,+0.1","12.54,+0.1",,segundos
S,Sally PEARSON,AUS,Beijing,2008,W,100M Hurdles,"12.64,+0.1","12.64,+0.1",,segundos
B,Priscilla LOPES-SCHLIEP,CAN,Beijing,2008,W,100M Hurdles,"12.64,+0.1","12.64,+0.1",,segundos
G,Olga SHISHIGINA,KAZ,Sydney,2000,W,100M Hurdles,12.65,00:00:12.65,12.65,segundos
S,Gloria ALOZIE,NGR,Sydney,2000,W,100M Hurdles,12.68,00:00:12.68,12.68,segundos
B,Melissa MORRISON,USA,Sydney,2000,W,100M Hurdles,12.76,00:00:12.76,12.76,segundos
G,Voula PATOULIDOU,GRE,Barcelona,1992,W,100M Hurdles,12.64,00:00:12.64,12.64,segundos
S,LaVonna MARTIN,USA,Barcelona,1992,W,100M Hurdles,12.69,00:00:12.69,12.69,segundos
B,Yordanka DONKOVA,BUL,Barcelona,1992,W,100M Hurdles,12.7,00:00:12.70,12.7,segundos
G,Benita FITZGERALD-BROWN,USA,Los Angeles,1984,W,100M Hurdles,12.84,00:00:12.84,12.84,segundos
S,Shirley STRONG,GBR,Los Angeles,1984,W,100M Hurdles,12.88,00:00:12.88,12.88,segundos
B,MichÃ¨le CHARDONNET,FRA,Los Angeles,1984,W,100M Hurdles,13.06,00:00:13.06,13.06,segundos
B,Kim TURNER,USA,Los Angeles,1984,W,100M Hurdles,13.06,00:00:13.06,13.06,segundos
G,Johanna SCHALLER-KLIER,GDR,Montreal,1976,W,100M Hurdles,12.77,00:00:12.77,12.77,segundos
S,Tatiana ANISIMOVA,URS,Montreal,1976,W,100M Hurdles,12.78,00:00:12.78,12.78,segundos
B,Natalya LEBEDEVA,URS,Montreal,1976,W,100M Hurdles,12.8,00:00:12.80,12.8,segundos
G,Sally PEARSON,AUS,London,2012,W,100M Hurdles,12.35,00:00:12.35,12.35,segundos
S,Dawn HARPER,USA,London,2012,W,100M Hurdles,12.37,00:00:12.37,12.37,segundos
B,Kellie WELLS,USA,London,2012,W,100M Hurdles,12.48,00:00:12.48,12.48,segundos
G,Joanna HAYES,USA,Athens,2004,W,100M Hurdles,12.37,00:00:12.37,12.37,segundos
S,Olena KRASOVSKA,UKR,Athens,2004,W,100M Hurdles,12.45,00:00:12.45,12.45,segundos
B,Melissa MORRISON,USA,Athens,2004,W,100M Hurdles,12.56,00:00:12.56,12.56,segundos
G,Ludmila ENGQUIST,SWE,Atlanta,1996,W,100M Hurdles,12.58,00:00:12.58,12.58,segundos
S,Brigita BUKOVEC,SLO,Atlanta,1996,W,100M Hurdles,12.59,00:00:12.59,12.59,segundos
B,Patricia GIRARD,FRA,Atlanta,1996,W,100M Hurdles,12.65,00:00:12.65,12.65,segundos
G,Vera KOMISOVA,URS,Moscow,1980,W,100M Hurdles,12.56,00:00:12.56,12.56,segundos
S,Johanna SCHALLER-KLIER,GDR,Moscow,1980,W,100M Hurdles,12.63,00:00:12.63,12.63,segundos
B,Lucyna LANGER,POL,Moscow,1980,W,100M Hurdles,12.65,00:00:12.65,12.65,segundos
G,Annelie EHRHARDT,GDR,Munich,1972,W,100M Hurdles,12.59,00:00:12.59,12.59,segundos
S,Valeria BUFANU,ROU,Munich,1972,W,100M Hurdles,12.84,00:00:12.84,12.84,segundos
B,Karin RICHERT-BALZER,GDR,Munich,1972,W,100M Hurdles,12.9,00:00:12.90,12.9,segundos
G,Elaine THOMPSON,JAM,Rio,2016,W,100M,10.71,00:00:10.71,10.71,segundos
S,Tori BOWIE,USA,Rio,2016,W,100M,10.83,00:00:10.83,10.83,segundos
B,Shelly-Ann FRASER-PRYCE,JAM,Rio,2016,W,100M,10.86,00:00:10.86,10.86,segundos
G,Shelly-Ann FRASER-PRYCE,JAM,Beijing,2008,W,100M,10.78,00:00:10.78,10.78,segundos
S,Sherone SIMPSON,JAM,Beijing,2008,W,100M,10.98,00:00:10.98,10.98,segundos
S,Kerron STEWART,JAM,Beijing,2008,W,100M,10.98,00:00:10.98,10.98,segundos
S,Ekaterini THANOU,GRE,Sydney,2000,W,100M,11.12,00:00:11.12,11.12,segundos
S,Tanya LAWRENCE,JAM,Sydney,2000,W,100M,11.18,00:00:11.18,11.18,segundos
B,Merlene OTTEY,JAM,Sydney,2000,W,100M,11.19,00:00:11.19,11.19,segundos
G,Gail DEVERS,USA,Barcelona,1992,W,100M,10.82,00:00:10.82,10.82,segundos
S,Juliet CUTHBERT,JAM,Barcelona,1992,W,100M,10.83,00:00:10.83,10.83,segundos
B,Irina PRIVALOVA,EUN,Barcelona,1992,W,100M,10.84,00:00:10.84,10.84,segundos
G,Evelyn ASHFORD,USA,Los Angeles,1984,W,100M,10.97,00:00:10.97,10.97,segundos
S,Alice BROWN,USA,Los Angeles,1984,W,100M,11.13,00:00:11.13,11.13,segundos
B,Merlene OTTEY,JAM,Los Angeles,1984,W,100M,11.16,00:00:11.16,11.16,segundos
G,Annegret RICHTER-IRRGANG,FRG,Montreal,1976,W,100M,11.08,00:00:11.08,11.08,segundos
S,Renate STECHER,GDR,Montreal,1976,W,100M,11.13,00:00:11.13,11.13,segundos
B,Inge HELTEN,FRG,Montreal,1976,W,100M,11.17,00:00:11.17,11.17,segundos
G,Wyomia TYUS,USA,Mexico,1968,W,100M,11,00:00:11.00,11,segundos
S,Barbara FERRELL,USA,Mexico,1968,W,100M,11.1,00:00:11.10,11.1,segundos
B,Irena KIRSZENSTEIN,POL,Mexico,1968,W,100M,11.1,00:00:11.10,11.1,segundos
G,Wilma RUDOLPH,USA,Rome,1960,W,100M,11,00:00:11.00,11,segundos
S,Dorothy HYMAN,GBR,Rome,1960,W,100M,11.3,00:00:11.30,11.3,segundos
B,Giuseppina LEONE,ITA,Rome,1960,W,100M,11.3,00:00:11.30,11.3,segundos
G,Marjorie JACKSON,AUS,Helsinki,1952,W,100M,11.5,00:00:11.50,11.5,segundos
S,Daphne HASENJAGER,RSA,Helsinki,1952,W,100M,11.8,00:00:11.80,11.8,segundos
B,Shirley STRICKLAND,AUS,Helsinki,1952,W,100M,11.9,00:00:11.90,11.9,segundos
G,Helen STEPHENS,USA,Berlin,1936,W,100M,11.5,00:00:11.50,11.5,segundos
S,Stanislawa WALASIEWICZ,POL,Berlin,1936,W,100M,11.7,00:00:11.70,11.7,segundos
B,KÃ¤the KRAUSS,GER,Berlin,1936,W,100M,11.9,00:00:11.90,11.9,segundos
G,Elizabeth ROBINSON,USA,Amsterdam,1928,W,100M,12.2,00:00:12.20,12.2,segundos
S,Fanny ROSENFELD,CAN,Amsterdam,1928,W,100M,,,,segundos
B,Ethel SMITH,CAN,Amsterdam,1928,W,100M,,,,segundos
G,Shelly-Ann FRASER-PRYCE,JAM,London,2012,W,100M,10.75,00:00:10.75,10.75,segundos
S,Carmelita JETER,USA,London,2012,W,100M,10.78,00:00:10.78,10.78,segundos
B,Veronica CAMPBELL-BROWN,JAM,London,2012,W,100M,10.81,00:00:10.81,10.81,segundos
G,Yuliya NESTSIARENKA,BLR,Athens,2004,W,100M,10.93,00:00:10.93,10.93,segundos
S,Lauryn WILLIAMS,USA,Athens,2004,W,100M,10.96,00:00:10.96,10.96,segundos
B,Veronica CAMPBELL-BROWN,JAM,Athens,2004,W,100M,10.97,00:00:10.97,10.97,segundos
G,Gail DEVERS,USA,Atlanta,1996,W,100M,10.94,00:00:10.94,10.94,segundos
S,Merlene OTTEY,JAM,Atlanta,1996,W,100M,10.94,00:00:10.94,10.94,segundos
B,Gwen TORRENCE,USA,Atlanta,1996,W,100M,10.96,00:00:10.96,10.96,segundos
G,Lyudmila KONDRATYEVA,URS,Moscow,1980,W,100M,11.06,00:00:11.06,11.06,segundos
S,Marlies OELSNER-GÃHR,GDR,Moscow,1980,W,100M,11.07,00:00:11.07,11.07,segundos
B,Ingrid AUERSWALD-LANGE,GDR,Moscow,1980,W,100M,11.14,00:00:11.14,11.14,segundos
G,Renate STECHER,GDR,Munich,1972,W,100M,11.07,00:00:11.07,11.07,segundos
S,Raelene Ann BOYLE,AUS,Munich,1972,W,100M,11.23,00:00:11.23,11.23,segundos
B,Silvia CHIVAS BARO,CUB,Munich,1972,W,100M,11.24,00:00:11.24,11.24,segundos
G,Wyomia TYUS,USA,Tokyo,1964,W,100M,11.4,00:00:11.40,11.4,segundos
S,Edith MCGUIRE,USA,Tokyo,1964,W,100M,11.6,00:00:11.60,11.6,segundos
B,Ewa KLOBUKOWSKA,POL,Tokyo,1964,W,100M,11.6,00:00:11.60,11.6,segundos
G,Betty CUTHBERT,AUS,Melbourne / Stockholm,1956,W,100M,11.5,00:00:11.50,11.5,segundos
S,Christa STUBNICK,EUA,Melbourne / Stockholm,1956,W,100M,11.7,00:00:11.70,11.7,segundos
B,Marlene MATHEWS-WILLARD,AUS,Melbourne / Stockholm,1956,W,100M,11.7,00:00:11.70,11.7,segundos
G,Fanny BLANKERS-KOEN,NED,London,1948,W,100M,11.9,00:00:11.90,11.9,segundos
S,Dorothy HALL,GBR,London,1948,W,100M,12.2,00:00:12.20,12.2,segundos
B,Shirley STRICKLAND,AUS,London,1948,W,100M,12.2,00:00:12.20,12.2,segundos
G,Stanislawa WALASIEWICZ,POL,Los Angeles,1932,W,100M,11.9,00:00:11.90,11.9,segundos
S,Hilda STRIKE,CAN,Los Angeles,1932,W,100M,11.9,00:00:11.90,11.9,segundos
B,Wilhelmina VON BREMEN,USA,Los Angeles,1932,W,100M,12,00:00:12.00,12,segundos
G,Faith Chepngetich KIPYEGON,KEN,Rio,2016,W,1500M,4:08.92,00:04:08.92,248.92,segundos
S,Genzebe DIBABA,ETH,Rio,2016,W,1500M,4:10.27,00:04:10.27,250.27,segundos
B,Jennifer SIMPSON,USA,Rio,2016,W,1500M,4:10.53,00:04:10.53,250.53,segundos
G,Nancy Jebet LAGAT,KEN,Beijing,2008,W,1500M,4:00.23,00:04:00.23,240.23,segundos
